id,date,tweet
1326668859114401792,2020-11-11 23:31:18+00:00,I actually think Election Night/Week/Year would’ve been *even *more hellishly anxiety-ridden for Democrats if the polling was correct &amp; showed tied races all thru the Blue Wall and they counted Biden votes first and It was Trump who slowly crawled..his..way..back 🧟‍♀️ 👻 👺
1326640049132363777,2020-11-11 21:36:50+00:00,"Take care of each other. Tensions are high. And even though the election has now been decided, there is a lot of healing left to do. Check in on each other, and always assume positive intent."
1326586180012552192,2020-11-11 18:02:46+00:00,"On this Veteran’s Day, many are worried about a coup by the president. Let’s be watchful but trust the patriotic and law-abiding citizens among us to do their jobs as professionals. There are certainly alarming things about Trump’s post-election rhetoric and that of his allies."
1326581920998813703,2020-11-11 17:45:51+00:00,yall keep tryna argue with me about this election. cant even name of the top of your head what trump wan do for black ppl or this country. fuck off. i rl hate fake woke people moe
1326581510321954818,2020-11-11 17:44:13+00:00,"As we honor our Veterans, our military is under the command of a fragile, personality disordered president, who needs his closest advisors, GOP senators, and Sec State to play a game of fantasy election results consolation. This must end now! #TrumpIsANationalSecurityThreat"
1326574428373864449,2020-11-11 17:16:04+00:00,What if the “fraud” in this election is fraud that went for Trump? What will the Republican senators say then? What if the fraud was in Lindsay Graham’s race or Joni Ernst’s? Will they denounce it then? The only fraud is in their reaction! #2020Elections
1326557173384671233,2020-11-11 16:07:31+00:00,The states need to freakin certify this damn election.. like seriously !!!  #TheView
1326553658465529862,2020-11-11 15:53:33+00:00,Maybe election integrity wouldn’t be under so much scrutiny if republicans weren’t actively starving local governments for basic resources
1326545894418739204,2020-11-11 15:22:41+00:00,"166 fundraising emails have been sent from President Trump’s team to supporters since 11pm on election night, Nov 3, per @betsy_klein’s count"
1326534209423486976,2020-11-11 14:36:15+00:00,Hey y’all. There’s a lot of fear mongering about Tr*mo stealing the election by some magical power. All world leaders who matter even the one for Turkey have recognized him as the president-elect! And so have the Republican senators even though they don’t talk about it.
1326529897070792704,2020-11-11 14:19:07+00:00,When do states begin certifying the damn election?
1326522433923403777,2020-11-11 13:49:28+00:00,"I ask again, where are all the essays — or even one — decrying the inanity of having an election in early November and waiting until late January to install the winner??

In political terms Americans are completely immature."
1326522113327501313,2020-11-11 13:48:12+00:00,"I will not be applauding any Republicans for “accepting the results” of the election.

Those who have live in reality. Those who haven’t are parties to a tacky attempted coup. 

The more foolishness y’all let them get away with, the more criminal irresponsibility they’ll attempt."
1326519010339545088,2020-11-11 13:35:52+00:00,"President unwisely thinks dragging out the election everyone wants to be over will score him points, uh now you he’ll lose again because when it’s final that he lost we’ll have another honking celebration for 24 hours in the streets. #WashingtonDC #TrumpIsLosing #TrumpConcede"
1326485084816498688,2020-11-11 11:21:03+00:00,"President Trump &amp; Republicans say this is about election integrity but they’re only contesting states where he lost or is losing. 

They accept all the Senate, House &amp; local seats they’ve won. Trump &amp; GOP seem to believe that an election is only fair if they win it"
1326474568748371969,2020-11-11 10:39:16+00:00,"And btw, it should be obvious that the machinery of national security does not report to GSA Administrator Emily Murphy.

Her refusal to acknowledge that Biden won the election is an extreme annoyance but in no way an insurmountable obstacle to his assertion of authority."
1326410597664219137,2020-11-11 06:25:04+00:00,"Just a reminder there were more people celebrating in DC, the USA and allies around the globe when @JoeBiden won the election this weekend than during #trumplestiltskin inauguration of 2016. All this during a pandemic no less."
1326364680462475272,2020-11-11 03:22:37+00:00,I ain’t gona lie. I kinda miss staying up at all night on the sofa like last week and tweeting back and forth with my election Twitter friends.
1326364088721694721,2020-11-11 03:20:16+00:00,"I shouldn’t be getting these types of emails:
“Hannah, we need to re-launch the Biden Fight Fund”

This election is over, DJT. Its over, concede already."
1326356460914298880,2020-11-11 02:49:57+00:00,TIFU by rigging an election but forgetting to win the senate
1326332812958511114,2020-11-11 01:15:59+00:00,"Post-election life: I made dinner tonight, and for the first time in a while it was a relaxing and fun thing to do. (Homemade pasta sauce with Italian sausage over rigatoni) 🍝"
1326325280936431616,2020-11-11 00:46:03+00:00,Congratulations 🍾🎉🎈🎊 @CoriBush on your history making election WIN!!! #thereidout
1326324369778421762,2020-11-11 00:42:26+00:00,Trump better wrap up his election theft clownery before The Crown season 4 premier
1326321497833693190,2020-11-11 00:31:01+00:00,90% of the takes on Tik Tok about election administration are so wrong. Can someone please start electionstok?
1326317914165809163,2020-11-11 00:16:47+00:00,Trump's election lawsuit outcomes 0 for 12. His lawyers won't get paid.
1326317174521204736,2020-11-11 00:13:50+00:00,"BIDEN:#Trump’s refusal to accept election results will NOT interfere in transition planning.

I don’t see how it cant....and how its not happening already?

 #thereidout"
1326296521554452480,2020-11-10 22:51:46+00:00,If 2016 was The Flight 93 Election do not be surprised when this Presidential transition ends with no survivors and a smoldering pile of wreckage somewhere in rural Pennsylvania.
1326272724801556481,2020-11-10 21:17:13+00:00,"Honestly, in retrospect really glad I wasn’t on this site on Election Night itself."
1326270788589268992,2020-11-10 21:09:31+00:00,Want to feel old? Election Day was a week ago...
1326270734738612224,2020-11-10 21:09:18+00:00,"Firing SecDef Esper and others, screaming ""fraud"" and ""stolen election,"" and building massive fences around tge whitehouse bunker doesn't exactly signal intent to vacate or accept election results. It looks like a coup. 
#whitehousefence
#ArtVI 
Nor will I tolerate those who do."
1326261787570954242,2020-11-10 20:33:45+00:00,I just had to explain all the election lawsuits to my dad. I think I’ve earned a glass of wine.
1326260725979996162,2020-11-10 20:29:32+00:00,"Why do I get the feeling all these people supporting #Trump in his frivolous lawsuits and post election actions, are the same people who were big mad that Lebron James didn't stay on the court after his last finals loss to congratulate the other team.  
#DoubleStandards 
#typical"
1326252014586785793,2020-11-10 19:54:55+00:00,"My own political views notwithstanding, I must say the act of refusing to concede an election, is one of the hallmarks of an authoritarian leader. It is my hope that all Americans, regardless of party, will see this for what it is. #ElectionIntegrity #Democracy #Election2020"
1326246985578536962,2020-11-10 19:34:56+00:00,"“Joe Biden won the election decisively,” Kamala reiterates as Republican colleagues in the Senate and House and Trump administration continue to say otherwise."
1326229773400625152,2020-11-10 18:26:32+00:00,So the GSA is the only one who can declare an official election winner?
1326219432893538305,2020-11-10 17:45:27+00:00,2020 was only the 3rd election in the 20th &amp; 21st Centuries in which Republicans lost the presidency &amp; gained seats in the House (the others were 1960 &amp; 1992).
1326214730613190658,2020-11-10 17:26:46+00:00,Joe Biden wins the election. Notre Dame beats Clemson. Open Champion @ShaneLowryGolf paired with Tiger Woods at Augusta. A big week for the Irish.
1326213286426193925,2020-11-10 17:21:01+00:00,Ever since we got the election results it’s been beautiful outside. Watch it hail on this Maga March this weekend
1326196460522795009,2020-11-10 16:14:10+00:00,"Erdogan, Orban, Duterte have all congratulated Joe Biden for winning the election. Soooooo evidently the world's dictators respect democracy more than the U.S. Republican Party."
1326176945277722626,2020-11-10 14:56:37+00:00,Impossible that one (1) week ago was “Election Day”?? How many lives I’ve lived since then
1326176742617329669,2020-11-10 14:55:49+00:00,#Trump supporters are mentally unhinged ! They really think the election was freakin stolen?!? Nope 👎🏾 that was back in 2016!!!
1326172433343279104,2020-11-10 14:38:41+00:00,Trump is trying to use the DOJ and the anti-voting rights judges he nominated to steal this election while Republicans cheer him on or silently stand by and Democrats won't even name names. Does anybody believe in democracy around here?
1326166012811735041,2020-11-10 14:13:11+00:00,it’s called 538 because that’s the time at which the 2006 presidential election was called
1326165190203863040,2020-11-10 14:09:54+00:00,"Pres. Trump hasn’t had anything on his public schedule since Thursday. Plenty of tweets in the meantime but unclear when we’ll see him next as he continues to refuse to concede the election.

VP Pence will attend the Senate GOP lunch &amp; then is expected to go on vacation to FL."
1326165170910015488,2020-11-10 14:09:50+00:00,"Georgia, please register to vote in the senate #election runoff. Early voting starts 7 December. Let's give #Biden the ability to implement his policies with a senate majority. Please share!"
1326158349616951297,2020-11-10 13:42:44+00:00,"Good morning. Two things:

1. There are 71 days until the inauguration. 

2. Joe Biden will win by 5-7 million more votes. The election was not close. 

Thank you."
1326151160840019968,2020-11-10 13:14:10+00:00,"Georgia- The IT election! The R’s Perdue and Loeffler, INSIDER TRADING with early intel briefing on virus- adjusting their portfolios. The D’s Ossoff and Warnock-INTEGRITY &amp;  TRUTH TELLINGLY! It is the IT election runoff for key Senate seats!#VoteITForDemocrats"
1326150485703843840,2020-11-10 13:11:29+00:00,McConnell‘s leaning hard into the election was stolen thing to fire up the base in Georgia but that shit works both ways.
1326139703268159488,2020-11-10 12:28:38+00:00,It’s not even 7:30a and I’ve received 6 election fraud fundraising emails from the Trump Campaign since midnight
1326076930572120067,2020-11-10 08:19:12+00:00,I was always more concerned about America’s collective reaction to the election than the actual election itself.
1326021063759814656,2020-11-10 04:37:12+00:00,"there’s no sweeping fraud. no election stealing. maybe dumb anecdotal issues out of 147 million that don’t change anything but get wildly blown out of proportion.

Trump lost. His enablers are escalating this into an unnecessary crisis, fearful to tell him &amp; his voters the truth"
1326009169636417537,2020-11-10 03:49:56+00:00,The election must be @FairmontHotels . We only have @daysinn to make sure we don’t fall to our @Lowes t point. There must be a @Safeway to ensure that what @RudyGiuliani promised in that Four @TotalSeasons parking lot comes to @BearGrylls
1325990681886777347,2020-11-10 02:36:28+00:00,"I am still gobsmacked that I am not only not seeing an avalanche of articles decrying the length of time between the election and inauguration, but that I haven’t even seen one!!

Everyone is brainwashed into thinking our constitutional rules are just fine. 

It drives me nuts!"
1325963428079525890,2020-11-10 00:48:11+00:00,"So, let me get this straight. Somehow the 2020 election has been riddled with rampant voter fraud and irregularities, yet no one's asking to invalidate ballots with respect to the House and Senate? Ya know Rs picked up some seats in the House and held off well-funded challengers"
1325963375331987456,2020-11-10 00:47:58+00:00,BLACK voters and activists held it down for sure....to help bring about the election of #BidenHarris2020 especially WOMEN!!!  #thereidout
1325955054021586944,2020-11-10 00:14:54+00:00,"Bill Barr isn’t just challenging our sacred right to vote, but the thousands of citizens that serve as election officials and poll workers.

He’s making us believe we’re all in on the fix."
1325952569856958464,2020-11-10 00:05:02+00:00,"The problem with this whole fraud allegation nonsense is that the election ran very smoothly, in a pandemic with record turnout. I don’t think those that cooked up this narrative months ago banked on that. They expected long lines, broken machines and anger- didn’t happen."
1325940669785976832,2020-11-09 23:17:45+00:00,".@LindseyGrahamSC none too happy w/media in wake of re-election-""You had polls that were complete bullshit. My guy [@harrisonjaime] raised $2M off bullshit polls. Why're they always for just 1 party vs the other? I tell you, w/me, I'm still around here. We're gonna dig in hard"""
1325940000475795456,2020-11-09 23:15:05+00:00,Took a #COVID19 test yesterday after attending the election results celebration outside the WH. Got the (negative) result back 12 hrs. later. @MayorBowser thank you for your ongoing efforts to provide safe &amp; efficient access to mobile COVID test centers. 💯🙏
1325919824673910786,2020-11-09 21:54:55+00:00,McDaniel: “If the shoe were on the other foot... the media would be screaming... The American people need to have confidence in their election.”
1325918404151304192,2020-11-09 21:49:16+00:00,McEnany on election observers: “What are Pennsylvania Democrats hiding? Why can’t poll watchers simply watch the count?”
1325917377721212931,2020-11-09 21:45:11+00:00,""" Nous voulons tous les votes légaux  compter. L' intégrité  de cette election compte "" Kayleigh  McEnany porte parole de la Maison Blanche au siège du parti républicain en ce moment"
1325914708663279617,2020-11-09 21:34:35+00:00,"Courts have so far rejected the Trump campaign’s claims of fraud in the election. 

You can claim anything at a press conference. But courts examine evidence, received under oath, authenticated, and subject to rules that limit hearsay, establish relevance, etc

It ain’t Twitter."
1325911527006859265,2020-11-09 21:21:56+00:00,Sooooo you fired you Secretary of Defense because you loss the election???? 🤔🤔🤔
1325905575134294016,2020-11-09 20:58:17+00:00,The election is OVER.
1325871323109875713,2020-11-09 18:42:11+00:00,"Apropos nothing in particular, the butcher at WF, Abdul, made some leading comments to me yesterday about the election, which I only thought about afterward. This morning I told him the good guy won and he was relieved to discover that I was anti-Trump! We laughed together 😁😁😁"
1325863982033473537,2020-11-09 18:13:01+00:00,"I am pleased to announce that Joseph R. Biden Jr., the highly respected winner of the election (elected by massive popular vote and electoral college margins), will be president effective January 20th. Donald J. Trump has been terminated."
1325862510076030976,2020-11-09 18:07:10+00:00,What a great way to ensure national security while you contest an election!
1325836958862614528,2020-11-09 16:25:38+00:00,"Friendly reminder to schedule a session with your therapist if you’re like me, and your self-care slid a bit during election week ❤️"
1325836334037143554,2020-11-09 16:23:09+00:00,My friend from the Bahamas told me her family down there didn’t realize a hurricane was headed there way bc they were too busy watching the election results here. 😂
1325835847967657987,2020-11-09 16:21:13+00:00,"I know it’s important, but I am so concerned about the people of Georgia and this senate race. Like, after withstanding this presidential election marathon I am not sure I could withstand another election sprint. Lord."
1325833538424418304,2020-11-09 16:12:03+00:00,Y’all if we exercise patience we’ll relieve our anxiety and anger. We knew the Trump camp would refuse the election results and we knew they would obstruct the transition. 70 days and we’ll be free of their stain. Harassing @GSAEmily won’t help.
1325818116413288453,2020-11-09 15:10:46+00:00,"It’s Monday morning and Donald Trump is NOT the winner of the 2020 election. 

Enjoy your day!"
1325784841410011137,2020-11-09 12:58:32+00:00,The only folks who don’t know the election is over are the ones who get their news from Facebook and tiktok
1325781614417375232,2020-11-09 12:45:43+00:00,“Election brain” is a thing.
1325780532219809792,2020-11-09 12:41:25+00:00,"How long until Trumpers begin insisting that we need a new election because good Covid vaccine news would have given Trump a win?*

* Yes this would be inconsistent with the claim that Trump did, in fact, win; no, I don’t expect that to stop them."
1325778220294287360,2020-11-09 12:32:14+00:00,"In a statement, The Elders hope for a “sea-change in US engagement on global challenges” following election of #JoeBiden. 

Chair Mary Robinson says: “The world is at a critical juncture and the new US administration will have an opportunity to demonstrate the best of American..."
1325768963616346112,2020-11-09 11:55:27+00:00,Worried about the election still
1325718433930092544,2020-11-09 08:34:39+00:00,Election over my TL dry
1325666950580727810,2020-11-09 05:10:05+00:00,"If grandpa Joe handles it right, Republican vitriol over certifying the election could become a major asset in waging the Georgia special elections war.

But what do I know, I’m not a political consultant... 😎"
1325662592732459008,2020-11-09 04:52:46+00:00,"I feel pretty sure that Republicans will now make every last effort to steal the election and will stretch out the official certification process as long as they can.

If the Supreme Court takes any of their phony cases my head may explode 🤯"
1325645283846463494,2020-11-09 03:43:59+00:00,"Pro tip:

Run a marathon two days before the election to counter all of the junk food you will stress eat."
1325626069907615744,2020-11-09 02:27:38+00:00,Bucs are playing like they lost an election
1325621007424610304,2020-11-09 02:07:31+00:00,It’s so obvious centrist and moderate Dems are betraying their own personal policy preferences when they attempt to blame the left for losing house seats. Don’t let them fool you with their rhetoric. The left won us this election despite not believing in the top of the ticket.
1325607922475307010,2020-11-09 01:15:31+00:00,#DonaldTrump plans to to continue holding #SuperSpreader campaign style rallies as his legal team “gears up” for a fight..... despite insurmountable election results! This man needs professional mental HELP 🚨
1325595682435194880,2020-11-09 00:26:53+00:00,"Y’all, I was eating great... Then this Election happened. I need an intervention. I can’t stop eating."
1325593586684063745,2020-11-09 00:18:34+00:00,"Now that the election has been called perhaps we can all get our mail and packages on time. #thatsallimsaying 
#DontGetComplacent"
1325586389082181633,2020-11-08 23:49:58+00:00,"I’m surprised, really, to see a dearth of stories trying to explain why there’s such an insane amount of time between the election and the inauguration!

At the very real risk of sounding like a broken record (remember those. 😁) I think the only explanation is that writers..."
1325581985578938370,2020-11-08 23:32:28+00:00,Mark Sheppard “The election would take care of itself but Destiel is forever” FUCK YES SAY IT MARK 😭😭😭😭😍😍😍😍💚💙💚💙💚💙 #DestielForever #MishaCollins𓂺 #Supernatural  #CastielForever
1325577716658286593,2020-11-08 23:15:30+00:00,"I guess now is a good time for personal news: The end of this election season also marks the end of my time with BuzzFeed News. I’ll be joining Axios to cover the drama in Congress.  

But first, I need a break. See you all after Thanksgiving."
1325576797547880448,2020-11-08 23:11:51+00:00,"There is talk around D.C that a deal could be in the works for Trump if he accepts the election, have a smooth transition of power and quietly works away, he will not face any potential legal issues that is waiting for him after his term.  

#Trump
#ElectionResults2020"
1325555356043448320,2020-11-08 21:46:39+00:00,Byproduct of this election...my property value is about to go up. 😂🙌🏾
1325551225832689673,2020-11-08 21:30:14+00:00,Ppl losing it out here over the election hhahahaa
1325533946348703746,2020-11-08 20:21:34+00:00,So @instagram temporarily blocked the use of hashtags to protect the US election from the spread of false information!
1325517463396691974,2020-11-08 19:16:04+00:00,"Fill in the blank:
Moderate Rep. Abigail Spanberger (D-VA-7), who just won her first reelection with both more raw votes (233,122 v 176,079) and a greater share of the vote (50.97% v 50.34%) than in her original flipping election in 2018, is blaming @AOC for _________."
1325513076603498497,2020-11-08 18:58:38+00:00,"#Georgian government uses water canons against the protests at the Central Election Commision (CEC), demanding departure of CEC head, Tamar Zhvania over alleged rigging of the elections."
1325501161840005120,2020-11-08 18:11:18+00:00,"Stupid bald headed, I don't know what you are, he doesn't believe he's won the election, he's just throwing up that smokescreen and you are just stupid enough to believe it/ repeat it!! #MSNBC"
1325495155227549698,2020-11-08 17:47:26+00:00,"🚨 George W. Bush statement: “I just talked to the President-elect of the United States, Joe Biden... The American people can have confidence that this election was fundamentally fair, its integrity will be upheld and its outcome is clear.”🚨"
1325492721532989441,2020-11-08 17:37:45+00:00,"George W. Bush congratulates Joe Biden on his win and Donald Trump on his hard fought campaign:  ""The American people can have confidence that this election was fundamentally fair, its integrity will be upheld, and its outcome is clear."" @9NewsAUS @TheTodayShow"
1325484399631196162,2020-11-08 17:04:41+00:00,"Can’t believe you nerds are breaking down post election analysis. It’s been 24 hours, relax."
1325466616256147464,2020-11-08 15:54:01+00:00,"I have college fraternity brothers who believe ballots being counted for Biden were leftovers (huh?) or recounts from the 2012 election, arguing that pollsters were counting them as Biden even tho it was a 2012 Obama / Biden ballot. 

I’m not sure how someone can be that dumb?"
1325464969052360705,2020-11-08 15:47:29+00:00,"Apparently, I got quoted about the election in today’s print edition of NYT, but I can’t find a copy in D.C. because they’re sold out! What a lovely problem to have! 😭❤️"
1325457101808947201,2020-11-08 15:16:13+00:00,Let ppl be happy about the election rests in peace. It’s been a rough year.
1325456762162597889,2020-11-08 15:14:52+00:00,I wonder how much more newspapers are making on single copy sales of Sunday papers today vs this election being called on a regular weekday.
1325456304408842240,2020-11-08 15:13:03+00:00,"President Trump has again insisted the election was stolen from him, and returned to the golf course this morning. @9NewsAUS @TheTodayShow"
1325451987366907905,2020-11-08 14:55:54+00:00,"“Your party’s leaders are acting like babies. You lost the election, congratulate the president-elect,” @jaketapper says to Maryland GOP Gov. Larry Hogan, noting he’s one of very few Republican leaders who have done so."
1325437028754919425,2020-11-08 13:56:27+00:00,Grateful for the outpouring of love from friends and family who appear to think I singlehandedly won this election 🥺😂 My fave messages were from Ohioans I grew up with who told me they were cheering for us all along.
1325432764192206849,2020-11-08 13:39:30+00:00,"Cant the FCC fine Fox and Friends for spreading misinformation about the election 

Theyre tryina to start a civil war. It’s dangerous to lie about the ballots like that"
1325425836317700102,2020-11-08 13:11:59+00:00,"On @foxandfriends, @newtgingrich scoffs at Biden's call for reconciliation, calls election ""corrupt &amp; stolen"". Egged on by @PeteHegseth.

#unamerican #ThirdWorld #irresponsible"
1325422072382763009,2020-11-08 12:57:01+00:00,The election of #JoeBiden #KamalaHarris has impact around the 🌍. There’s several international relationships broken by the Trump regime that we have to repair almost w/ kid 🧤... several accords or deals we must look at reentering thanks to Trump
1325420175206846465,2020-11-08 12:49:29+00:00,"Up very early this morning to be with @ClareOC_ @davegibney and @soundmigration for @LeftBlocIreland @TheWeekatWork to talk all things Biden, Trump and the US election, plus fortunes of the left, political education, Covid-19, front pages etc. Thanks for having me on the podcast!"
1325409123433897985,2020-11-08 12:05:34+00:00,"Despite how you feel about the election, it’s gotta feel good knowing that a real team will be getting together to figure out a plan to fix COVID."
1325354582130745344,2020-11-08 08:28:50+00:00,"Just like that America &amp; the world have moved on, no one paying attention to Trumpzozo anymore. Come to think of it, not even a ZEC equivalent to proclaim a winner just CNN. To think they run such a huge election without a ZEC is admirable."
1325331962861645826,2020-11-08 06:58:58+00:00,Jim carrey did so much drugs he killed a woman just so he could play Joe. That’s why this was the most important election of our lifetime
1325317323801194496,2020-11-08 06:00:47+00:00,Highkey glad SNL will be able to pivot away from the election and Trump’s bullshit. Shit. I’m glad we all can.
1325315226003189760,2020-11-08 05:52:27+00:00,"Normally a president-elect spends the time between the election and inauguration preparing their transition. But this isn’t a normal time. Much better than wasting time and energy wrangling with Trump minions, Biden should camp out in Georgia and campaign constantly."
1325296698244132864,2020-11-08 04:38:50+00:00,I waited 4 days for the election to be called and now I have to wait for this game for @nbcsnl 🙄
1325294491679514624,2020-11-08 04:30:04+00:00,"Y’all. This election was won because of Black organizers who have LABORED for the past 4+ years. 

Y’all owe it to us to keep that same energy and support us everyday moving forward."
1325290419173920768,2020-11-08 04:13:53+00:00,"Tonight, I asked my roommate what the score of the election was. And that, my friends, is why sports"
1325279890866921473,2020-11-08 03:32:03+00:00,"This is a bittersweet moment. I’m happy that the election is “over” and the American people have some sense of finality, however, I encourage an investigation because the American people deserve to have confidence in the integrity of our elections and faith in our democracy."
1325279344630124544,2020-11-08 03:29:52+00:00,"Next week, @realDonaldTrump will use the late  LA Mayor Sam Yorty's celebrated characterization of Demo state conventions in CA to describe the election: ""wired, packed, rigged, &amp; stacked"""
1325278132186849280,2020-11-08 03:25:03+00:00,"What a wonderful, satisfying day it’s been! Hard work ahead. Next up: support the Democrats for US Senate in the Georgia run-off election @ossoff and @ReverendWarnock"
1325269765259137025,2020-11-08 02:51:49+00:00,"I am support #Trump and more importantly, he deserves a fair election process."
1325263503276564485,2020-11-08 02:26:56+00:00,"I would like to express my deep gratitude to all the #GenZ people who created all the #memes, GIFs, and @TikTok videos that got me though the past year and half election season, particularly the past days of vote counting."
